"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","RENEWABLE","TOT","KTOE","A","1985",16273.101,
"FRA","RENEWABLE","TOT","KTOE","A","1986",16069.829,
"FRA","RENEWABLE","TOT","KTOE","A","1987",17307.198,
"FRA","RENEWABLE","TOT","KTOE","A","1988",17117.64,
"FRA","RENEWABLE","TOT","KTOE","A","1989",14385.51,
"FRA","RENEWABLE","TOT","KTOE","A","1990",15223.076,
"FRA","RENEWABLE","TOT","KTOE","A","1991",17143.435,
"FRA","RENEWABLE","TOT","KTOE","A","1992",17813.754,
"FRA","RENEWABLE","TOT","KTOE","A","1993",17052.046,
"FRA","RENEWABLE","TOT","KTOE","A","1994",17238.247,
"FRA","RENEWABLE","TOT","KTOE","A","1995",17033.482,
"FRA","RENEWABLE","TOT","KTOE","A","1996",17227.153,
"FRA","RENEWABLE","TOT","KTOE","A","1997",16164.38,
"FRA","RENEWABLE","TOT","KTOE","A","1998",16013.737,
"FRA","RENEWABLE","TOT","KTOE","A","1999",16520.301,
"FRA","RENEWABLE","TOT","KTOE","A","2000",15735.996,
"FRA","RENEWABLE","TOT","KTOE","A","2001",16583.723,
"FRA","RENEWABLE","TOT","KTOE","A","2002",15011.716,
"FRA","RENEWABLE","TOT","KTOE","A","2003",15456.042,
"FRA","RENEWABLE","TOT","KTOE","A","2004",15713.432,
"FRA","RENEWABLE","TOT","KTOE","A","2005",15667.267,
"FRA","RENEWABLE","TOT","KTOE","A","2006",15309.841,
"FRA","RENEWABLE","TOT","KTOE","A","2007",16533.267,
"FRA","RENEWABLE","TOT","KTOE","A","2008",18599.315,
"FRA","RENEWABLE","TOT","KTOE","A","2009",18744.657,
"FRA","RENEWABLE","TOT","KTOE","A","2010",20796.06,
"FRA","RENEWABLE","TOT","KTOE","A","2011",17902.579,
"FRA","RENEWABLE","TOT","KTOE","A","2012",20616.168,
"FRA","RENEWABLE","TOT","KTOE","A","2013",22872.097,
"FRA","RENEWABLE","TOT","KTOE","A","2014",21341.417,
"FRA","RENEWABLE","TOT","KTOE","A","2015",21812.8,
"FRA","RENEWABLE","TOT","KTOE","A","2016",23037.959,
"DEU","RENEWABLE","TOT","KTOE","A","1960",1034.924,
"DEU","RENEWABLE","TOT","KTOE","A","1961",1025.292,
"DEU","RENEWABLE","TOT","KTOE","A","1962",980.916,
"DEU","RENEWABLE","TOT","KTOE","A","1963",962.684,
"DEU","RENEWABLE","TOT","KTOE","A","1964",952.536,
"DEU","RENEWABLE","TOT","KTOE","A","1965",1226.618,
"DEU","RENEWABLE","TOT","KTOE","A","1966",1359.316,
"DEU","RENEWABLE","TOT","KTOE","A","1967",1316.746,
"DEU","RENEWABLE","TOT","KTOE","A","1968",1343.32,
"DEU","RENEWABLE","TOT","KTOE","A","1969",1127.804,
"DEU","RENEWABLE","TOT","KTOE","A","1970",4043.999,
"DEU","RENEWABLE","TOT","KTOE","A","1971",3696.601,
"DEU","RENEWABLE","TOT","KTOE","A","1972",3834.462,
"DEU","RENEWABLE","TOT","KTOE","A","1973",3811.73,
"DEU","RENEWABLE","TOT","KTOE","A","1974",4396.657,
"DEU","RENEWABLE","TOT","KTOE","A","1975",4307.275,
"DEU","RENEWABLE","TOT","KTOE","A","1976",4074.199,
"DEU","RENEWABLE","TOT","KTOE","A","1977",4456.064,
"DEU","RENEWABLE","TOT","KTOE","A","1978",4539.526,
"DEU","RENEWABLE","TOT","KTOE","A","1979",4556.109,
"DEU","RENEWABLE","TOT","KTOE","A","1980",5405.26,
"DEU","RENEWABLE","TOT","KTOE","A","1981",5772.935,
"DEU","RENEWABLE","TOT","KTOE","A","1982",6057.273,
"DEU","RENEWABLE","TOT","KTOE","A","1983",5959.083,
"DEU","RENEWABLE","TOT","KTOE","A","1984",6280.396,
"DEU","RENEWABLE","TOT","KTOE","A","1985",6255.101,
"DEU","RENEWABLE","TOT","KTOE","A","1986",5417.348,
"DEU","RENEWABLE","TOT","KTOE","A","1987",5370.302,
"DEU","RENEWABLE","TOT","KTOE","A","1988",5689.189,
"DEU","RENEWABLE","TOT","KTOE","A","1989",5370.886,
"DEU","RENEWABLE","TOT","KTOE","A","1990",5312.972,
"DEU","RENEWABLE","TOT","KTOE","A","1991",5068.97,
"DEU","RENEWABLE","TOT","KTOE","A","1992",5365.315,
"DEU","RENEWABLE","TOT","KTOE","A","1993",5478.495,
"DEU","RENEWABLE","TOT","KTOE","A","1994",5777.532,
"DEU","RENEWABLE","TOT","KTOE","A","1995",5976.451,
"DEU","RENEWABLE","TOT","KTOE","A","1996",6164.14,
"DEU","RENEWABLE","TOT","KTOE","A","1997",7121.458,
"DEU","RENEWABLE","TOT","KTOE","A","1998",7684.061,
"DEU","RENEWABLE","TOT","KTOE","A","1999",7963.413,
"DEU","RENEWABLE","TOT","KTOE","A","2000",8982.621,
"DEU","RENEWABLE","TOT","KTOE","A","2001",9635.334,
"DEU","RENEWABLE","TOT","KTOE","A","2002",10782.189,
"DEU","RENEWABLE","TOT","KTOE","A","2003",12729.425,
"DEU","RENEWABLE","TOT","KTOE","A","2004",14612.994,
"DEU","RENEWABLE","TOT","KTOE","A","2005",17207.753,
"DEU","RENEWABLE","TOT","KTOE","A","2006",20579.393,
"DEU","RENEWABLE","TOT","KTOE","A","2007",23726.011,
"DEU","RENEWABLE","TOT","KTOE","A","2008",23350.382,
"DEU","RENEWABLE","TOT","KTOE","A","2009",24479.422,
"DEU","RENEWABLE","TOT","KTOE","A","2010",27568.208,
"DEU","RENEWABLE","TOT","KTOE","A","2011",29298.291,
"DEU","RENEWABLE","TOT","KTOE","A","2012",32249.476,
"DEU","RENEWABLE","TOT","KTOE","A","2013",33395.12,
"DEU","RENEWABLE","TOT","KTOE","A","2014",35403.781,
"DEU","RENEWABLE","TOT","KTOE","A","2015",38351.525,
"DEU","RENEWABLE","TOT","KTOE","A","2016",39586.535,
"GRC","RENEWABLE","TOT","KTOE","A","1960",39.99,
"GRC","RENEWABLE","TOT","KTOE","A","1961",49.966,
"GRC","RENEWABLE","TOT","KTOE","A","1962",55.556,
"GRC","RENEWABLE","TOT","KTOE","A","1963",72.842,
"GRC","RENEWABLE","TOT","KTOE","A","1964",67.94,
"GRC","RENEWABLE","TOT","KTOE","A","1965",68.886,
"GRC","RENEWABLE","TOT","KTOE","A","1966",148.78,
"GRC","RENEWABLE","TOT","KTOE","A","1967",142.76,
"GRC","RENEWABLE","TOT","KTOE","A","1968",117.648,
"GRC","RENEWABLE","TOT","KTOE","A","1969",176.73,
"GRC","RENEWABLE","TOT","KTOE","A","1970",676.595,
"GRC","RENEWABLE","TOT","KTOE","A","1971",677.971,
"GRC","RENEWABLE","TOT","KTOE","A","1972",680.121,
"GRC","RENEWABLE","TOT","KTOE","A","1973",641.077,
"GRC","RENEWABLE","TOT","KTOE","A","1974",651.741,
"GRC","RENEWABLE","TOT","KTOE","A","1975",623.189,
"GRC","RENEWABLE","TOT","KTOE","A","1976",611.493,
"GRC","RENEWABLE","TOT","KTOE","A","1977",615.191,
"GRC","RENEWABLE","TOT","KTOE","A","1978",706.867,
"GRC","RENEWABLE","TOT","KTOE","A","1979",756.575,
"GRC","RENEWABLE","TOT","KTOE","A","1980",742.729,
"GRC","RENEWABLE","TOT","KTOE","A","1981",742.901,
"GRC","RENEWABLE","TOT","KTOE","A","1982",756.145,
"GRC","RENEWABLE","TOT","KTOE","A","1983",651.139,
"GRC","RENEWABLE","TOT","KTOE","A","1984",696.031,
"GRC","RENEWABLE","TOT","KTOE","A","1985",691.129,
"GRC","RENEWABLE","TOT","KTOE","A","1986",728.109,
"GRC","RENEWABLE","TOT","KTOE","A","1987",739.07,
"GRC","RENEWABLE","TOT","KTOE","A","1988",703.466,
"GRC","RENEWABLE","TOT","KTOE","A","1989",677.957,
"GRC","RENEWABLE","TOT","KTOE","A","1990",1104.497,
"GRC","RENEWABLE","TOT","KTOE","A","1991",1229.527,
"GRC","RENEWABLE","TOT","KTOE","A","1992",1161.418,
"GRC","RENEWABLE","TOT","KTOE","A","1993",1177.75,
"GRC","RENEWABLE","TOT","KTOE","A","1994",1203.388,
"GRC","RENEWABLE","TOT","KTOE","A","1995",1288.912,
"GRC","RENEWABLE","TOT","KTOE","A","1996",1373.899,
"GRC","RENEWABLE","TOT","KTOE","A","1997",1339.622,
"GRC","RENEWABLE","TOT","KTOE","A","1998",1328.762,
"GRC","RENEWABLE","TOT","KTOE","A","1999",1419.279,
"GRC","RENEWABLE","TOT","KTOE","A","2000",1402.423,
"GRC","RENEWABLE","TOT","KTOE","A","2001",1318.286,
"GRC","RENEWABLE","TOT","KTOE","A","2002",1392.759,
"GRC","RENEWABLE","TOT","KTOE","A","2003",1538.085,
"GRC","RENEWABLE","TOT","KTOE","A","2004",1570.759,
"GRC","RENEWABLE","TOT","KTOE","A","2005",1643.249,
"GRC","RENEWABLE","TOT","KTOE","A","2006",1783.257,
"GRC","RENEWABLE","TOT","KTOE","A","2007",1727.086,
"GRC","RENEWABLE","TOT","KTOE","A","2008",1709.122,
"GRC","RENEWABLE","TOT","KTOE","A","2009",1865.654,
"GRC","RENEWABLE","TOT","KTOE","A","2010",2131.257,
"GRC","RENEWABLE","TOT","KTOE","A","2011",2139.721,
"GRC","RENEWABLE","TOT","KTOE","A","2012",2448.514,
"GRC","RENEWABLE","TOT","KTOE","A","2013",2615.413,
"GRC","RENEWABLE","TOT","KTOE","A","2014",2444.39,
"GRC","RENEWABLE","TOT","KTOE","A","2015",2777.198,
"GRC","RENEWABLE","TOT","KTOE","A","2016",2764.911,
"HUN","RENEWABLE","TOT","KTOE","A","1960",,"L"
"HUN","RENEWABLE","TOT","KTOE","A","1961",,"L"
"HUN","RENEWABLE","TOT","KTOE","A","1962",,"L"
"HUN","RENEWABLE","TOT","KTOE","A","1963",,"L"
"HUN","RENEWABLE","TOT","KTOE","A","1964",,"L"
"HUN","RENEWABLE","TOT","KTOE","A","1965",646.458,
"HUN","RENEWABLE","TOT","KTOE","A","1966",577.374,
"HUN","RENEWABLE","TOT","KTOE","A","1967",585.641,
"HUN","RENEWABLE","TOT","KTOE","A","1968",498.221,
"HUN","RENEWABLE","TOT","KTOE","A","1969",667.377,
"HUN","RENEWABLE","TOT","KTOE","A","1970",499.83,
"HUN","RENEWABLE","TOT","KTOE","A","1971",550.213,
"HUN","RENEWABLE","TOT","KTOE","A","1972",558.963,
"HUN","RENEWABLE","TOT","KTOE","A","1973",648.455,
"HUN","RENEWABLE","TOT","KTOE","A","1974",629.637,
"HUN","RENEWABLE","TOT","KTOE","A","1975",479.224,
"HUN","RENEWABLE","TOT","KTOE","A","1976",555.048,
"HUN","RENEWABLE","TOT","KTOE","A","1977",517.255,
"HUN","RENEWABLE","TOT","KTOE","A","1978",481.731,
"HUN","RENEWABLE","TOT","KTOE","A","1979",558.859,
"HUN","RENEWABLE","TOT","KTOE","A","1980",525.034,
"HUN","RENEWABLE","TOT","KTOE","A","1981",580.213,
"HUN","RENEWABLE","TOT","KTOE","A","1982",560.908,
"HUN","RENEWABLE","TOT","KTOE","A","1983",560.875,
"HUN","RENEWABLE","TOT","KTOE","A","1984",681.412,
"HUN","RENEWABLE","TOT","KTOE","A","1985",600.396,
"HUN","RENEWABLE","TOT","KTOE","A","1986",520.288,
"HUN","RENEWABLE","TOT","KTOE","A","1987",529.769,
"HUN","RENEWABLE","TOT","KTOE","A","1988",458.153,
"HUN","RENEWABLE","TOT","KTOE","A","1989",501.122,
"HUN","RENEWABLE","TOT","KTOE","A","1990",745.869,
"HUN","RENEWABLE","TOT","KTOE","A","1991",796.39,
"HUN","RENEWABLE","TOT","KTOE","A","1992",795.992,
"HUN","RENEWABLE","TOT","KTOE","A","1993",818.244,
"HUN","RENEWABLE","TOT","KTOE","A","1994",819.916,
"HUN","RENEWABLE","TOT","KTOE","A","1995",868.445,
"HUN","RENEWABLE","TOT","KTOE","A","1996",857.949,
"HUN","RENEWABLE","TOT","KTOE","A","1997",840.239,
"HUN","RENEWABLE","TOT","KTOE","A","1998",835.494,
"HUN","RENEWABLE","TOT","KTOE","A","1999",843.271,
"HUN","RENEWABLE","TOT","KTOE","A","2000",830.07,
"HUN","RENEWABLE","TOT","KTOE","A","2001",868.216,
"HUN","RENEWABLE","TOT","KTOE","A","2002",877.071,
"HUN","RENEWABLE","TOT","KTOE","A","2003",905.965,
"HUN","RENEWABLE","TOT","KTOE","A","2004",949.442,
"HUN","RENEWABLE","TOT","KTOE","A","2005",1189.049,
"HUN","RENEWABLE","TOT","KTOE","A","2006",1231.669,
"HUN","RENEWABLE","TOT","KTOE","A","2007",1365.058,
"HUN","RENEWABLE","TOT","KTOE","A","2008",1590.959,
"HUN","RENEWABLE","TOT","KTOE","A","2009",1835.59,
"HUN","RENEWABLE","TOT","KTOE","A","2010",2777.679,
"HUN","RENEWABLE","TOT","KTOE","A","2011",2886.48,
"HUN","RENEWABLE","TOT","KTOE","A","2012",2951.368,
"HUN","RENEWABLE","TOT","KTOE","A","2013",3111.304,
"HUN","RENEWABLE","TOT","KTOE","A","2014",2859.026,
"HUN","RENEWABLE","TOT","KTOE","A","2015",3014.002,
"HUN","RENEWABLE","TOT","KTOE","A","2016",2932.031,
"ISL","RENEWABLE","TOT","KTOE","A","1960",150.857,
"ISL","RENEWABLE","TOT","KTOE","A","1961",157.923,
"ISL","RENEWABLE","TOT","KTOE","A","1962",170.011,
"ISL","RENEWABLE","TOT","KTOE","A","1963",184.426,
"ISL","RENEWABLE","TOT","KTOE","A","1964",198.932,
"ISL","RENEWABLE","TOT","KTOE","A","1965",201.41,
"ISL","RENEWABLE","TOT","KTOE","A","1966",222.367,
"ISL","RENEWABLE","TOT","KTOE","A","1967",241.171,
"ISL","RENEWABLE","TOT","KTOE","A","1968",272.651,
"ISL","RENEWABLE","TOT","KTOE","A","1969",310.429,
"ISL","RENEWABLE","TOT","KTOE","A","1970",394.988,
"ISL","RENEWABLE","TOT","KTOE","A","1971",422.95,
"ISL","RENEWABLE","TOT","KTOE","A","1972",458.871,
"ISL","RENEWABLE","TOT","KTOE","A","1973",541.292,
"ISL","RENEWABLE","TOT","KTOE","A","1974",530.83,
"ISL","RENEWABLE","TOT","KTOE","A","1975",578.569,
"ISL","RENEWABLE","TOT","KTOE","A","1976",614.933,
"ISL","RENEWABLE","TOT","KTOE","A","1977",676.616,
"ISL","RENEWABLE","TOT","KTOE","A","1978",709.187,
"ISL","RENEWABLE","TOT","KTOE","A","1979",844.894,
"ISL","RENEWABLE","TOT","KTOE","A","1980",904.105,
"ISL","RENEWABLE","TOT","KTOE","A","1981",1096.287,
"ISL","RENEWABLE","TOT","KTOE","A","1982",1161.586,
"ISL","RENEWABLE","TOT","KTOE","A","1983",1229.884,
"ISL","RENEWABLE","TOT","KTOE","A","1984",1250.893,
"ISL","RENEWABLE","TOT","KTOE","A","1985",1252.467,
"ISL","RENEWABLE","TOT","KTOE","A","1986",1275.971,
"ISL","RENEWABLE","TOT","KTOE","A","1987",1316.087,
"ISL","RENEWABLE","TOT","KTOE","A","1988",1371.745,
"ISL","RENEWABLE","TOT","KTOE","A","1989",1409.711,
"ISL","RENEWABLE","TOT","KTOE","A","1990",1619.829,
"ISL","RENEWABLE","TOT","KTOE","A","1991",1498.351,
"ISL","RENEWABLE","TOT","KTOE","A","1992",1422.001,
"ISL","RENEWABLE","TOT","KTOE","A","1993",1521.409,
"ISL","RENEWABLE","TOT","KTOE","A","1994",1544.225,
"ISL","RENEWABLE","TOT","KTOE","A","1995",1560.88,
"ISL","RENEWABLE","TOT","KTOE","A","1996",1647.471,
"ISL","RENEWABLE","TOT","KTOE","A","1997",1634.447,
"ISL","RENEWABLE","TOT","KTOE","A","1998",1781.905,
"ISL","RENEWABLE","TOT","KTOE","A","1999",2102.617,
"ISL","RENEWABLE","TOT","KTOE","A","2000",2412.743,
"ISL","RENEWABLE","TOT","KTOE","A","2001",2326.214,
"ISL","RENEWABLE","TOT","KTOE","A","2002",2388.563,
"ISL","RENEWABLE","TOT","KTOE","A","2003",2395.434,
"ISL","RENEWABLE","TOT","KTOE","A","2004",2332.55,
"ISL","RENEWABLE","TOT","KTOE","A","2005",2383.363,
"ISL","RENEWABLE","TOT","KTOE","A","2006",3104.939,
"ISL","RENEWABLE","TOT","KTOE","A","2007",3849.305,
"ISL","RENEWABLE","TOT","KTOE","A","2008",4505.603,
"ISL","RENEWABLE","TOT","KTOE","A","2009",4730.17,
"ISL","RENEWABLE","TOT","KTOE","A","2010",4789.947,
"ISL","RENEWABLE","TOT","KTOE","A","2011",5198.508,
"ISL","RENEWABLE","TOT","KTOE","A","2012",5070.123,
"ISL","RENEWABLE","TOT","KTOE","A","2013",5273.097,
"ISL","RENEWABLE","TOT","KTOE","A","2014",5223.761,
"ISL","RENEWABLE","TOT","KTOE","A","2015",4930.217,
"ISL","RENEWABLE","TOT","KTOE","A","2016",5703.671,
"IRL","RENEWABLE","TOT","KTOE","A","1960",80.152,
"IRL","RENEWABLE","TOT","KTOE","A","1961",63.468,
"IRL","RENEWABLE","TOT","KTOE","A","1962",56.674,
"IRL","RENEWABLE","TOT","KTOE","A","1963",56.33,
"IRL","RENEWABLE","TOT","KTOE","A","1964",67.424,
"IRL","RENEWABLE","TOT","KTOE","A","1965",80.926,
"IRL","RENEWABLE","TOT","KTOE","A","1966",73.272,
"IRL","RENEWABLE","TOT","KTOE","A","1967",68.542,
"IRL","RENEWABLE","TOT","KTOE","A","1968",66.306,
"IRL","RENEWABLE","TOT","KTOE","A","1969",50.138,
"IRL","RENEWABLE","TOT","KTOE","A","1970",68.972,
"IRL","RENEWABLE","TOT","KTOE","A","1971",40.076,
"IRL","RENEWABLE","TOT","KTOE","A","1972",58.652,
"IRL","RENEWABLE","TOT","KTOE","A","1973",55.384,
"IRL","RENEWABLE","TOT","KTOE","A","1974",67.596,
"IRL","RENEWABLE","TOT","KTOE","A","1975",44.806,
"IRL","RENEWABLE","TOT","KTOE","A","1976",51.084,
"IRL","RENEWABLE","TOT","KTOE","A","1977",64.414,
"IRL","RENEWABLE","TOT","KTOE","A","1978",60.028,
"IRL","RENEWABLE","TOT","KTOE","A","1979",71.036,
"IRL","RENEWABLE","TOT","KTOE","A","1980",72.068,
"IRL","RENEWABLE","TOT","KTOE","A","1981",74.132,
"IRL","RENEWABLE","TOT","KTOE","A","1982",68.972,
"IRL","RENEWABLE","TOT","KTOE","A","1983",67.424,
"IRL","RENEWABLE","TOT","KTOE","A","1984",59.168,
"IRL","RENEWABLE","TOT","KTOE","A","1985",71.638,
"IRL","RENEWABLE","TOT","KTOE","A","1986",79.034,
"IRL","RENEWABLE","TOT","KTOE","A","1987",58.566,
"IRL","RENEWABLE","TOT","KTOE","A","1988",74.992,
"IRL","RENEWABLE","TOT","KTOE","A","1989",59.512,
"IRL","RENEWABLE","TOT","KTOE","A","1990",167.713,
"IRL","RENEWABLE","TOT","KTOE","A","1991",167.747,
"IRL","RENEWABLE","TOT","KTOE","A","1992",162.439,
"IRL","RENEWABLE","TOT","KTOE","A","1993",160.547,
"IRL","RENEWABLE","TOT","KTOE","A","1994",174.126,
"IRL","RENEWABLE","TOT","KTOE","A","1995",154.585,
"IRL","RENEWABLE","TOT","KTOE","A","1996",168.512,
"IRL","RENEWABLE","TOT","KTOE","A","1997",180.695,
"IRL","RENEWABLE","TOT","KTOE","A","1998",231.336,
"IRL","RENEWABLE","TOT","KTOE","A","1999",221.634,
"IRL","RENEWABLE","TOT","KTOE","A","2000",234.942,
"IRL","RENEWABLE","TOT","KTOE","A","2001",233.815,
"IRL","RENEWABLE","TOT","KTOE","A","2002",260.906,
"IRL","RENEWABLE","TOT","KTOE","A","2003",235.018,
"IRL","RENEWABLE","TOT","KTOE","A","2004",281.849,
"IRL","RENEWABLE","TOT","KTOE","A","2005",365.923,
"IRL","RENEWABLE","TOT","KTOE","A","2006",422.863,
"IRL","RENEWABLE","TOT","KTOE","A","2007",477.258,
"IRL","RENEWABLE","TOT","KTOE","A","2008",575.499,
"IRL","RENEWABLE","TOT","KTOE","A","2009",663.194,
"IRL","RENEWABLE","TOT","KTOE","A","2010",662.738,
"IRL","RENEWABLE","TOT","KTOE","A","2011",767.121,
"IRL","RENEWABLE","TOT","KTOE","A","2012",779.199,
"IRL","RENEWABLE","TOT","KTOE","A","2013",841.849,
"IRL","RENEWABLE","TOT","KTOE","A","2014",961.708,
"IRL","RENEWABLE","TOT","KTOE","A","2015",1070.259,
"IRL","RENEWABLE","TOT","KTOE","A","2016",1083.978,
"ITA","RENEWABLE","TOT","KTOE","A","1960",5752.383,
"ITA","RENEWABLE","TOT","KTOE","A","1961",5559.339,
"ITA","RENEWABLE","TOT","KTOE","A","1962",5367.713,
"ITA","RENEWABLE","TOT","KTOE","A","1963",6024.297,
"ITA","RENEWABLE","TOT","KTOE","A","1964",5525.809,
"ITA","RENEWABLE","TOT","KTOE","A","1965",5881.06,
"ITA","RENEWABLE","TOT","KTOE","A","1966",6023.457,
"ITA","RENEWABLE","TOT","KTOE","A","1967",5885.005,
"ITA","RENEWABLE","TOT","KTOE","A","1968",5986.2,
"ITA","RENEWABLE","TOT","KTOE","A","1969",5917.291,
"ITA","RENEWABLE","TOT","KTOE","A","1970",6118.34,
"ITA","RENEWABLE","TOT","KTOE","A","1971",5868.529,
"ITA","RENEWABLE","TOT","KTOE","A","1972",6022.78,
"ITA","RENEWABLE","TOT","KTOE","A","1973",5602.727,
"ITA","RENEWABLE","TOT","KTOE","A","1974",6614.709,
"ITA","RENEWABLE","TOT","KTOE","A","1975",6771.975,
"ITA","RENEWABLE","TOT","KTOE","A","1976",6580.208,
"ITA","RENEWABLE","TOT","KTOE","A","1977",7478.331,
"ITA","RENEWABLE","TOT","KTOE","A","1978",6875.71,
"ITA","RENEWABLE","TOT","KTOE","A","1979",6963.976,
"ITA","RENEWABLE","TOT","KTOE","A","1980",7104.468,
"ITA","RENEWABLE","TOT","KTOE","A","1981",6978.717,
"ITA","RENEWABLE","TOT","KTOE","A","1982",6858.306,
"ITA","RENEWABLE","TOT","KTOE","A","1983",6861.669,
"ITA","RENEWABLE","TOT","KTOE","A","1984",7099.295,
"ITA","RENEWABLE","TOT","KTOE","A","1985",6717.832,
"ITA","RENEWABLE","TOT","KTOE","A","1986",6991.077,
"ITA","RENEWABLE","TOT","KTOE","A","1987",6979.525,
"ITA","RENEWABLE","TOT","KTOE","A","1988",7207.345,
"ITA","RENEWABLE","TOT","KTOE","A","1989",6715.205,
"ITA","RENEWABLE","TOT","KTOE","A","1990",6472.187,
"ITA","RENEWABLE","TOT","KTOE","A","1991",7510.47,
"ITA","RENEWABLE","TOT","KTOE","A","1992",7921.43,
"ITA","RENEWABLE","TOT","KTOE","A","1993",7975.192,
"ITA","RENEWABLE","TOT","KTOE","A","1994",8253.68,
"ITA","RENEWABLE","TOT","KTOE","A","1995",7718.973,
"ITA","RENEWABLE","TOT","KTOE","A","1996",8354.58,
"ITA","RENEWABLE","TOT","KTOE","A","1997",8654.34,
"ITA","RENEWABLE","TOT","KTOE","A","1998",9043.017,
"ITA","RENEWABLE","TOT","KTOE","A","1999",9772.995,
"ITA","RENEWABLE","TOT","KTOE","A","2000",10112.282,
"ITA","RENEWABLE","TOT","KTOE","A","2001",10340.698,
"ITA","RENEWABLE","TOT","KTOE","A","2002",10888.485,
"ITA","RENEWABLE","TOT","KTOE","A","2003",12908.032,
"ITA","RENEWABLE","TOT","KTOE","A","2004",12962.441,
"ITA","RENEWABLE","TOT","KTOE","A","2005",14105.353,
"ITA","RENEWABLE","TOT","KTOE","A","2006",15324.87,
"ITA","RENEWABLE","TOT","KTOE","A","2007",16943.916,
"ITA","RENEWABLE","TOT","KTOE","A","2008",19703.963,
"ITA","RENEWABLE","TOT","KTOE","A","2009",21023.302,
"ITA","RENEWABLE","TOT","KTOE","A","2010",21863.926,
"ITA","RENEWABLE","TOT","KTOE","A","2011",21023.365,
"ITA","RENEWABLE","TOT","KTOE","A","2012",23883.52,
"ITA","RENEWABLE","TOT","KTOE","A","2013",26368.147,
"ITA","RENEWABLE","TOT","KTOE","A","2014",26510.772,
"ITA","RENEWABLE","TOT","KTOE","A","2015",26266.185,
"ITA","RENEWABLE","TOT","KTOE","A","2016",25853.409,
"JPN","RENEWABLE","TOT","KTOE","A","1960",5031,
"JPN","RENEWABLE","TOT","KTOE","A","1961",5848,
"JPN","RENEWABLE","TOT","KTOE","A","1962",5366.4,
"JPN","RENEWABLE","TOT","KTOE","A","1963",5931.42,
"JPN","RENEWABLE","TOT","KTOE","A","1964",5914.22,
"JPN","RENEWABLE","TOT","KTOE","A","1965",6542.02,
"JPN","RENEWABLE","TOT","KTOE","A","1966",6824.1,
"JPN","RENEWABLE","TOT","KTOE","A","1967",5895.3,
"JPN","RENEWABLE","TOT","KTOE","A","1968",6316.7,
"JPN","RENEWABLE","TOT","KTOE","A","1969",6480.1,
"JPN","RENEWABLE","TOT","KTOE","A","1970",6484.4,
"JPN","RENEWABLE","TOT","KTOE","A","1971",7241.2,
"JPN","RENEWABLE","TOT","KTOE","A","1972",7318.6,
"JPN","RENEWABLE","TOT","KTOE","A","1973",5974.162,
"JPN","RENEWABLE","TOT","KTOE","A","1974",7196.448,
"JPN","RENEWABLE","TOT","KTOE","A","1975",7258.884,
"JPN","RENEWABLE","TOT","KTOE","A","1976",7360.676,
"JPN","RENEWABLE","TOT","KTOE","A","1977",6533.152,
"JPN","RENEWABLE","TOT","KTOE","A","1978",6539.85,
"JPN","RENEWABLE","TOT","KTOE","A","1979",7717.61,
"JPN","RENEWABLE","TOT","KTOE","A","1980",8366.824,
"JPN","RENEWABLE","TOT","KTOE","A","1981",8303.357,
"JPN","RENEWABLE","TOT","KTOE","A","1982",11891.618,
"JPN","RENEWABLE","TOT","KTOE","A","1983",12470.392,
"JPN","RENEWABLE","TOT","KTOE","A","1984",11630.973,
"JPN","RENEWABLE","TOT","KTOE","A","1985",12862.4,
"JPN","RENEWABLE","TOT","KTOE","A","1986",12657.544,
"JPN","RENEWABLE","TOT","KTOE","A","1987",12371.999,
"JPN","RENEWABLE","TOT","KTOE","A","1988",13976.811,
"JPN","RENEWABLE","TOT","KTOE","A","1989",14400.465,
"JPN","RENEWABLE","TOT","KTOE","A","1990",14949.507,
"JPN","RENEWABLE","TOT","KTOE","A","1991",15704.993,
"JPN","RENEWABLE","TOT","KTOE","A","1992",14293.118,
"JPN","RENEWABLE","TOT","KTOE","A","1993",15147.84,
"JPN","RENEWABLE","TOT","KTOE","A","1994",13084.719,
"JPN","RENEWABLE","TOT","KTOE","A","1995",15509.761,
"JPN","RENEWABLE","TOT","KTOE","A","1996",15810.667,
"JPN","RENEWABLE","TOT","KTOE","A","1997",16762.455,
"JPN","RENEWABLE","TOT","KTOE","A","1998",16210.1,
"JPN","RENEWABLE","TOT","KTOE","A","1999",15722.052,
"JPN","RENEWABLE","TOT","KTOE","A","2000",15912.765,
"JPN","RENEWABLE","TOT","KTOE","A","2001",15291.591,
"JPN","RENEWABLE","TOT","KTOE","A","2002",15298.373,
"JPN","RENEWABLE","TOT","KTOE","A","2003",16456.948,
"JPN","RENEWABLE","TOT","KTOE","A","2004",16282.37,
"JPN","RENEWABLE","TOT","KTOE","A","2005",15730.764,
"JPN","RENEWABLE","TOT","KTOE","A","2006",16644.9,
"JPN","RENEWABLE","TOT","KTOE","A","2007",15710.25,
"JPN","RENEWABLE","TOT","KTOE","A","2008",15356.846,
"JPN","RENEWABLE","TOT","KTOE","A","2009",15123.151,
"JPN","RENEWABLE","TOT","KTOE","A","2010",18946.391,
"JPN","RENEWABLE","TOT","KTOE","A","2011",19100.181,
"JPN","RENEWABLE","TOT","KTOE","A","2012",18458.605,
